id;name;type;English text;German text;French text;Italian text;Spanish text
12556;2SAP_KredVZ;2;FI - vendor index (accounts payable);FI - Kreditorenverzeichnis;FI- liste des vendeurs (comptes fournisseurs);FI – elenco fornitori (fatture passive);FI - índice de proveedores (cuentas por pagar)
12553;2sap_kred_adressen;2;FI - vendor addresses (accounts payable);FI - Kreditorenadressen;FI- adresses des vendeurs (comptes fournisseurs);FI – indirizzi fornitori (fatture passive);FI - direcciones de proveedores (cuentas por pagar)
12557;2sap_materialverzeichnis;2;MM - material index;MM - Materialverzeichnis;MM- liste des articles;MM - elenco materiale;MM - índice de materiales
12558;2sap_Sachkontenliste;2;FI - chart of accounts (german);FI - Sachkontenliste (deutsch);FI- plan comptable (allemand);FI – tabella dei conti (tedesco);FI - plan de cuentas (alemán)
12559;2sap_sachkontensalden;2;FI - general ledger account balances;FI - Saldenliste Sachkonten;FI- soldes des comptes du grand livre;FI – bilanci conti contabilità generale;FI - saldos de cuentas del libro mayor
12560;3sap_anla;2;AM - asset master data (additional information);AM - Anlagenstamm (zusätzliche Informationen);AM- données de base des actifs (informations additionnelles);AM – anagrafica capitale (informazioni aggiuntive);AM - datos maestros de activos (información adicional)
12561;3sap_anlb;2;AM - depreciation terms;AM - Abschreibungsbedingungen;AM- paramètres des amortissements;AM – condizioni di ammortamento;AM - parámetros de amortización
12562;3sap_anlc;2;AM - asset value fields;AM - Anlagenwertfelder;AM- champs valeur des actifs;AM – ambiti valore dell'attivo;AM - campos con el valor de los activos
12568;3sap_likp;2;SD - shipped lines header;SD - Lieferung Belegkopf;SD- en-tête des fournitures;SD – intestazione ordini di consegne;SD - cabecera del documento de entrega
43101;3sap_lips;2;SD - shipped lines detail;SD - Lieferung Belegpositionen;SD- détail des postes des fournitures;SD – dettaglio ordini di consegna;SD - detalle del documento de entrega
12563;3sap_t001;2;company codes;Buchungskreise;codes des sociétés;codici aziende;códigos de empresa
12566;3SAP_VBPA;2;SD - sales document partner;SD - Vertriebsbeleg: Partner;SD- document ventes partenaire;SD – ordine di acquisto: partner;SD - interlocutor del documento de ventas
12564;4sap_kontobewegungen;2;FI - general ledger account transactions (short);FI - Sachkontentransaktionen (kurz);FI- transactions des comptes du grand livre (court);FI – transazioni contabilità libro mastro (corto);FI - operaciones de las cuentas del libro mayor (breve)
